,UID,tYear,AADT,ESAL,pTrucks,SingleTrucks,DoubleTrucks,TrainTrucks,Unnamed: 0,sYear,IntID,Rutting,IRI,PSC,PPC,PRC,Alli,Long,SR,Begin ARM,End ARM,Is Bridge,Lane Surface Type,Lane Miles,Region_x,Federal Functional Class,Construction End Date,Substantial Completion Date,Contract Type Description,Surface Type Code,Surface Type Description,Surface Thickness,Treat Base Type Code,Treat Base Type Description,Treat Base Thickness,UTreat Base Thickness,cYear,Traffic Year,ESALs,Construction Year,Major Rehab Year,Segment Lane Miles,ESALs Since Major Rehab,Total Thickness,Total Surface Thickness,Listed Surface Type,Pavement Type,Construction Pavement Type,Major Rehab Type,Prior Major Rehab Year,Prior Major Rehab Type,sfThick,Tthick,TSfThick,STcode,cumPPT,meanMinTemp,meanMaxTemp,cumESALs,cumFTC
46206,65391.0,2011,26280,211937,8.49,1871,289,71,391121.0,2011.0,80935.0,0.186,148.333,95.0,70.0,84.0,,28.0,502.0,6.0,6.12,0.0,ACP,0.24,Southwest,Urban Other Principal Arterial,7/8/1997 0:00:00,,RESURFACE EXISTING RDWY,AA,ACP CLASS A AR4000W,0.15,0.0,,0.0,0.0,1997.0,2013.0,249496.0,1968.0,2004.0,0.06,1846781.0,2.75,1.33,ACP,ACP,ACP,ACP,1997.0,ACP,0.15,2.75,1.33,Other,10214.5001221,-0.991249984131,26.666249752,1893751.87515,55.0
46221,65387.0,2012,19246,155308,8.49,1370,212,52,405231.0,2012.0,80972.0,0.142,114.45,72.0,78.0,89.0,,370.5,502.0,5.67,5.77,0.0,ACP,0.2,Southwest,Urban Other Principal Arterial,6/1/2004 0:00:00,,RECONSTR EXISTING ALIGN,C2,ACP CLASS 1/2IN PG70-22,0.25,0.0,,0.0,0.0,2004.0,2013.0,182107.0,1937.0,2004.0,0.42,1385516.0,1.83,1.16,ACP,ACP over BST (Mixed),ACP,ACP,1984.0,ACP,0.25,1.83,1.16,Other,11219.1201782,-0.585555542261,26.9877779219,1553099.50199,64.0
46226,65391.0,2012,26017,209747,8.49,1852,286,70,405210.0,2012.0,80935.0,0.212,126.833,77.0,75.0,82.0,,317.0,502.0,6.0,6.12,0.0,ACP,0.24,Southwest,Urban Other Principal Arterial,7/8/1997 0:00:00,,RESURFACE EXISTING RDWY,AA,ACP CLASS A AR4000W,0.15,0.0,,0.0,0.0,1997.0,2013.0,249496.0,1968.0,2004.0,0.06,1846781.0,2.75,1.33,ACP,ACP,ACP,ACP,1997.0,ACP,0.15,2.75,1.33,Other,11893.6201172,-0.892222208282,26.7111108568,2127826.5709,64.0
46240,65387.0,2013,18518,183467,9.42,1331,335,78,418438.0,2013.0,80972.0,0.189,114.75,76.0,78.0,84.0,,289.1,502.0,5.67,5.77,0.0,ACP,0.2,Southwest,Urban Other Principal Arterial,6/1/2004 0:00:00,,RECONSTR EXISTING ALIGN,C2,ACP CLASS 1/2IN PG70-22,0.25,0.0,,0.0,0.0,2004.0,2013.0,182107.0,1937.0,2004.0,0.42,1385516.0,1.83,1.16,ACP,ACP over BST (Mixed),ACP,ACP,1984.0,ACP,0.25,1.83,1.16,Other,12237.6601563,-0.710999991373,26.9800001145,1735206.50199,67.0
46243,65391.0,2013,25227,249496,9.42,1814,457,106,418416.0,2013.0,80935.0,0.26,131.542,78.0,74.0,77.0,,284.0,502.0,6.0,6.12,0.0,ACP,0.24,Southwest,Urban Other Principal Arterial,7/8/1997 0:00:00,,RESURFACE EXISTING RDWY,AA,ACP CLASS A AR4000W,0.15,0.0,,0.0,0.0,1997.0,2013.0,249496.0,1968.0,2004.0,0.06,1846781.0,2.75,1.33,ACP,ACP,ACP,ACP,1997.0,ACP,0.15,2.75,1.33,Other,13036.1900635,-1.01799999699,26.7079998016,2377322.5709,67.0
46265,65550.0,2004,5784,50698,9.86,492,75,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46288,65919.0,2004,7274,77106,10.47,570,185,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46291,65924.0,2004,11031,117366,10.47,865,280,10,276764.0,2004.0,81074.0,0.287,170.176,59.0,64.0,74.0,80.0,295.0,503.0,53.15,53.25,0.0,ACP,0.2,Southwest,Urban Minor Arterial,8/1/1983 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.2,0.0,,0.0,0.0,1983.0,2013.0,102237.0,1923.0,2005.0,0.48,841777.0,1.69,1.19,ACP,Composite,PCCP,ACP,1983.0,ACP,0.2,1.69,1.19,BA,25144.9000854,0.0259090944789,28.1095454476,1600444.52258,5.0
46293,65927.0,2004,11229,119629,10.47,880,285,10,276849.0,2004.0,81515.0,0.337,173.838,55.0,63.0,69.0,166.0,318.8,503.0,53.45,53.55,0.0,ACP,0.2,Southwest,Urban Minor Arterial,1/1/1971 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.15,0.0,,0.0,0.0,1971.0,2013.0,104141.0,1923.0,2005.0,0.56,873655.0,1.69,1.19,ACP,Composite,PCCP,ACP,1983.0,ACP,0.15,1.69,1.19,BA,25144.9000854,0.0259090944789,28.1095454476,1630250.23256,5.0
46294,65928.0,2004,11155,118826,10.47,875,283,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46296,65932.0,2004,16070,170911,10.47,1260,408,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46297,65933.0,2004,17800,189508,10.47,1396,452,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46317,65550.0,2005,5597,49165,9.86,476,72,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46341,65919.0,2005,8286,120523,12.93,776,225,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46344,65924.0,2005,12615,160874,11.59,1050,347,66,291842.0,2005.0,81074.0,0.282,151.766,38.0,69.0,75.0,118.7,474.4,503.0,53.15,53.25,0.0,ACP,0.2,Southwest,Urban Minor Arterial,8/1/1983 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.2,0.0,,0.0,0.0,1983.0,2013.0,102237.0,1923.0,2005.0,0.48,841777.0,1.69,1.19,ACP,Composite,PCCP,ACP,1983.0,ACP,0.2,1.69,1.19,BA,1145.85998535,-0.170000001788,29.0100002289,97711.0735586,8.0
46346,65927.0,2005,12794,162991,11.59,1064,352,67,291891.0,2005.0,81515.0,0.385,206.534,43.0,54.0,63.0,179.1,504.2,503.0,53.45,53.55,0.0,ACP,0.2,Southwest,Urban Minor Arterial,1/1/1971 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.15,0.0,,0.0,0.0,1971.0,2013.0,104141.0,1923.0,2005.0,0.56,873655.0,1.69,1.19,ACP,Composite,PCCP,ACP,1983.0,ACP,0.15,1.69,1.19,BA,1145.85998535,-0.170000001788,29.0100002289,99530.7854443,8.0
46347,65928.0,2005,12710,162188,11.59,1057,350,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46349,65932.0,2005,16216,206772,11.59,1349,446,84,291848.0,2005.0,81125.0,0.195,149.412,85.0,69.0,84.0,6.5,25.4,503.0,53.97,54.02,0.0,ACP,0.15,Southwest,Urban Minor Arterial,12/19/2013 0:00:00,10/18/2012 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2013.0,2013.0,126801.0,1964.0,2012.0,0.15,274901.0,1.4,0.4,ACP,ACP,ACP,ACP,1983.0,ACP,0.15,1.4,0.4,Other,26290.7600708,0.0173913076847,28.1486956555,2106163.40215,37.0
46350,65933.0,2005,18073,230333,11.59,1504,497,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46370,65550.0,2006,5631,49458,9.86,479,73,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46394,65919.0,2006,8290,120523,12.93,776,225,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46397,65924.0,2006,12621,161239,11.59,1050,347,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46399,65927.0,2006,12800,162991,11.59,1065,352,67,307359.0,2006.0,81515.0,0.09,124.151,90.0,76.0,93.0,18.4,4.0,503.0,53.45,53.55,0.0,ACP,0.2,Southwest,Urban Minor Arterial,1/1/1971 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.15,0.0,,0.0,0.0,1971.0,2013.0,104141.0,1923.0,2005.0,0.56,873655.0,1.69,1.19,ACP,Composite,PCCP,ACP,1983.0,ACP,0.15,1.69,1.19,BA,2613.11999512,-0.189999997616,28.595000267,199213.273047,13.0
46400,65928.0,2006,12716,162188,11.59,1058,350,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46402,65932.0,2006,16224,206772,11.59,1350,446,84,307296.0,2006.0,81125.0,0.152,207.692,84.0,54.0,88.0,,74.0,503.0,53.97,54.02,0.0,ACP,0.15,Southwest,Urban Minor Arterial,12/19/2013 0:00:00,10/18/2012 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2013.0,2013.0,126801.0,1964.0,2012.0,0.15,274901.0,1.4,0.4,ACP,ACP,ACP,ACP,1983.0,ACP,0.15,1.4,0.4,Other,27758.0200806,0.0079166701377,28.1500000159,2227535.76376,42.0
46403,65933.0,2006,18082,230698,11.59,1504,497,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46423,65550.0,2007,5683,50772,10.21,517,51,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46446,65919.0,2007,8315,121034,12.93,778,225,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46449,65924.0,2007,12659,161531,11.59,1053,348,66,323893.0,2007.0,81074.0,0.106,93.452,99.0,83.0,92.0,,4.0,503.0,53.15,53.25,0.0,ACP,0.2,Southwest,Urban Minor Arterial,8/1/1983 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.2,0.0,,0.0,0.0,1983.0,2013.0,102237.0,1923.0,2005.0,0.48,841777.0,1.69,1.19,ACP,Composite,PCCP,ACP,1983.0,ACP,0.2,1.69,1.19,BA,3705.7800293,-0.55666665236,28.2933336894,293619.188332,17.0
46451,65927.0,2007,12838,163648,11.59,1068,353,67,323964.0,2007.0,81515.0,0.114,130.374,82.0,74.0,91.0,58.0,,503.0,53.45,53.55,0.0,ACP,0.2,Southwest,Urban Minor Arterial,1/1/1971 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.15,0.0,,0.0,0.0,1971.0,2013.0,104141.0,1923.0,2005.0,0.56,873655.0,1.69,1.19,ACP,Composite,PCCP,ACP,1983.0,ACP,0.15,1.69,1.19,BA,3705.7800293,-0.55666665236,28.2933336894,299087.374356,17.0
46452,65928.0,2007,12754,162480,11.59,1061,351,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46454,65932.0,2007,16273,207429,11.59,1354,448,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46455,65933.0,2007,18136,230990,11.59,1509,499,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46476,65550.0,2008,5211,61174,12.51,548,87,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46499,65919.0,2008,7462,62378,8.82,552,86,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46503,65928.0,2008,12021,80136,7.3,763,89,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46505,65932.0,2008,13100,87198,7.3,832,97,28,341190.0,2008.0,81125.0,0.103,175.769,78.0,62.0,92.0,,119.0,503.0,53.97,54.02,0.0,ACP,0.15,Southwest,Urban Minor Arterial,12/19/2013 0:00:00,10/18/2012 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2013.0,2013.0,126801.0,1964.0,2012.0,0.15,274901.0,1.4,0.4,ACP,ACP,ACP,ACP,1983.0,ACP,0.15,1.4,0.4,Other,29783.3500976,-0.0607692256852,28.0984615913,2466861.90346,61.0
46506,65933.0,2008,18528,123169,7.3,1177,137,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46528,65550.0,2009,5429,63930,12.51,571,91,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46551,65919.0,2009,7609,63474,8.82,563,88,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46555,65928.0,2009,12258,81523,7.3,778,91,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46557,65932.0,2009,13358,88732,7.3,848,99,28,359402.0,2009.0,81125.0,0.178,224.1,55.0,49.0,85.0,,18.0,503.0,53.97,54.02,0.0,ACP,0.15,Southwest,Urban Minor Arterial,12/19/2013 0:00:00,10/18/2012 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2013.0,2013.0,126801.0,1964.0,2012.0,0.15,274901.0,1.4,0.4,ACP,ACP,ACP,ACP,1983.0,ACP,0.15,1.4,0.4,Other,30755.7700806,-0.123333328438,28.1733334153,2586603.21951,71.0
46558,65933.0,2009,18893,125925,7.3,1200,140,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46579,65550.0,2010,5491,64733,12.51,578,92,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46601,65919.0,2010,7672,63912,8.82,568,88,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46604,65928.0,2010,12360,82326,7.3,785,91,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46606,65932.0,2010,13469,89680,7.3,855,100,28,377739.0,2010.0,81125.0,0.183,236.5,74.0,45.0,85.0,,160.0,503.0,53.97,54.02,0.0,ACP,0.15,Southwest,Urban Minor Arterial,12/19/2013 0:00:00,10/18/2012 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2013.0,2013.0,126801.0,1964.0,2012.0,0.15,274901.0,1.4,0.4,ACP,ACP,ACP,ACP,1983.0,ACP,0.15,1.4,0.4,Other,32111.8900757,-0.00892856943236,28.1217857769,2707237.14485,75.0
46607,65933.0,2010,19050,126655,7.3,1210,141,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46628,65550.0,2011,5279,61758,12.51,555,88,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46652,65928.0,2011,12248,81523,7.3,778,91,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46654,65932.0,2011,13346,88732,7.3,847,99,28,391195.0,2011.0,81125.0,0.143,168.6,70.0,64.0,89.0,,192.0,503.0,53.97,54.02,0.0,ACP,0.15,Southwest,Urban Minor Arterial,12/19/2013 0:00:00,10/18/2012 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2013.0,2013.0,126801.0,1964.0,2012.0,0.15,274901.0,1.4,0.4,ACP,ACP,ACP,ACP,1983.0,ACP,0.15,1.4,0.4,Other,33248.0100708,-0.00344827372918,28.0810345617,2827035.58338,5.0
46655,65933.0,2011,18877,125779,7.3,1199,140,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46677,65550.0,2012,5083,59422,12.51,535,85,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46691,65790.0,2012,1459,41263,25.64,264,95,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46702,65928.0,2012,11563,110686,10.24,981,190,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46704,65932.0,2012,13157,125998,10.24,1116,216,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46705,65933.0,2012,18390,176021,10.24,1559,302,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46724,65550.0,2013,5243,19765,3.53,132,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46738,65790.0,2013,1505,42851,25.64,272,98,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46749,65928.0,2013,11635,111124,10.24,987,191,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46751,65932.0,2013,13239,126801,10.24,1123,217,16,418474.0,2013.0,81125.0,0.077,113.269,97.0,78.0,95.0,,,503.0,53.97,54.02,0.0,ACP,0.15,Southwest,Urban Minor Arterial,12/19/2013 0:00:00,10/18/2012 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2013.0,2013.0,126801.0,1964.0,2012.0,0.15,274901.0,1.4,0.4,ACP,ACP,ACP,ACP,1983.0,ACP,0.15,1.4,0.4,Other,2318.55999756,-0.0899999737725,28.1900005341,245764.452303,17.0
46752,65933.0,2013,18504,177116,10.24,1569,303,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46755,65476.0,2004,801,13651,16.33,93,37,1,276800.0,2004.0,81243.0,0.347,112.676,88.0,79.0,68.0,13.0,79.0,503.0,8.35,8.45,0.0,ACP,0.2,Southwest,Urban Other Freeway/Expressway,9/8/2006 0:00:00,8/23/2006 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2006.0,2013.0,141303.0,1968.0,2006.0,1.36,968442.0,1.69,0.94,ACP,ACP over BST (Mixed),ACP,ACP,1993.0,ACP,0.15,1.69,0.94,Other,16170.5500488,-0.229166659216,26.735833168,1389890.60427,34.0
46760,65476.0,2005,766,18268,25.12,164,23,6,291866.0,2005.0,81243.0,0.391,108.133,48.0,80.0,63.0,82.0,92.0,503.0,8.35,8.45,0.0,ACP,0.2,Southwest,Urban Other Freeway/Expressway,9/8/2006 0:00:00,8/23/2006 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2006.0,2013.0,141303.0,1968.0,2006.0,1.36,968442.0,1.69,0.94,ACP,ACP over BST (Mixed),ACP,ACP,1993.0,ACP,0.15,1.69,0.94,Other,17432.170044,-0.323846149903,26.8015383207,1524938.26634,3.0
46765,65476.0,2006,762,18122,25.12,163,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46770,65476.0,2007,757,17757,25.12,162,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46775,65476.0,2008,633,9308,14.11,70,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46780,65476.0,2009,678,9746,14.11,75,16,4,359420.0,2009.0,81243.0,0.18,55.58,96.0,91.0,85.0,,,503.0,8.35,8.45,0.0,ACP,0.2,Southwest,Urban Other Freeway/Expressway,9/8/2006 0:00:00,8/23/2006 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2006.0,2013.0,141303.0,1968.0,2006.0,1.36,968442.0,1.69,0.94,ACP,ACP over BST (Mixed),ACP,ACP,1993.0,ACP,0.15,1.69,0.94,Other,4967.41015624,-1.80999997258,26.8324999809,535386.84641,37.0
46785,65476.0,2010,669,9600,14.11,74,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46790,65476.0,2011,646,9454,14.11,72,16,4,391212.0,2011.0,81243.0,0.213,56.35,92.0,91.0,82.0,,52.0,503.0,8.35,8.45,0.0,ACP,0.2,Southwest,Urban Other Freeway/Expressway,9/8/2006 0:00:00,8/23/2006 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2006.0,2013.0,141303.0,1968.0,2006.0,1.36,968442.0,1.69,0.94,ACP,ACP over BST (Mixed),ACP,ACP,1993.0,ACP,0.15,1.69,0.94,Other,7793.47009277,-1.04999997218,26.3499997457,803317.022921,46.0
46795,65476.0,2012,691,18250,27.34,150,39,0,405298.0,2012.0,81243.0,0.201,53.95,89.0,92.0,83.0,,84.0,503.0,8.35,8.45,0.0,ACP,0.2,Southwest,Urban Other Freeway/Expressway,9/8/2006 0:00:00,8/23/2006 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2006.0,2013.0,141303.0,1968.0,2006.0,1.36,968442.0,1.69,0.94,ACP,ACP over BST (Mixed),ACP,ACP,1993.0,ACP,0.15,1.69,0.94,Other,9472.59008789,-0.914285690657,26.4528568813,935886.109133,55.0
46800,65476.0,2013,713,18542,27.34,154,41,0,418495.0,2013.0,81243.0,0.255,57.4,84.0,91.0,77.0,,151.0,503.0,8.35,8.45,0.0,ACP,0.2,Southwest,Urban Other Freeway/Expressway,9/8/2006 0:00:00,8/23/2006 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2006.0,2013.0,141303.0,1968.0,2006.0,1.36,968442.0,1.69,0.94,ACP,ACP over BST (Mixed),ACP,ACP,1993.0,ACP,0.15,1.69,0.94,Other,10615.1600342,-1.06874999125,26.4812498093,1077189.10913,58.0
46801,65935.0,2004,8951,78438,7.47,422,226,21,276893.0,2004.0,81944.0,0.186,128.486,98.0,75.0,84.0,,5.0,504.0,0.06,0.16,0.0,ACP,0.2,Southwest,Rural Minor Arterial,6/1/1977 0:00:00,,BRIDGE,PA,PCCP,0.0,0.0,,0.0,0.0,1977.0,2013.0,79400.0,1977.0,2003.0,0.12,823064.0,1.25,0.75,ACP,ACP,ACP,ACP,1977.0,ACP,0.0,1.25,0.75,PA,2499.73999024,0.770000010729,27.0749998093,185687.460908,0.0
46803,65936.0,2004,10829,94900,7.47,510,274,25,276908.0,2004.0,82086.0,0.148,96.265,97.0,82.0,88.0,,2.0,504.0,0.16,0.26,0.0,ACP,0.2,Southwest,Rural Minor Arterial,5/21/1993 0:00:00,10/9/1992 0:00:00,NEW CONSTR OR ALIGN CHG,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,1.65,1993.0,2013.0,92868.0,1977.0,2003.0,0.18,903825.0,1.1,0.6,ACP,ACP,ACP,ACP,1977.0,ACP,0.35,1.1,0.6,BA,2499.73999024,0.770000010729,27.0749998093,217184.170272,0.0
46821,65935.0,2005,9459,83384,7.47,446,239,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46823,65936.0,2005,10771,94389,7.47,507,273,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46842,65935.0,2006,9490,83384,7.47,447,240,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46844,65936.0,2006,10837,94900,7.47,510,274,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46863,65935.0,2007,9275,102382,8.75,450,333,29,324009.0,2007.0,81944.0,0.293,137.478,100.0,72.0,73.0,,,504.0,0.06,0.16,0.0,ACP,0.2,Southwest,Rural Minor Arterial,6/1/1977 0:00:00,,BRIDGE,PA,PCCP,0.0,0.0,,0.0,0.0,1977.0,2013.0,79400.0,1977.0,2003.0,0.12,823064.0,1.25,0.75,ACP,ACP,ACP,ACP,1977.0,ACP,0.0,1.25,0.75,PA,6581.0300293,-0.303999984265,26.6139995575,447936.127472,0.0
46865,65936.0,2007,10820,119921,8.75,525,388,34,324021.0,2007.0,82086.0,0.231,103.694,100.0,81.0,80.0,,,504.0,0.16,0.26,0.0,ACP,0.2,Southwest,Rural Minor Arterial,5/21/1993 0:00:00,10/9/1992 0:00:00,NEW CONSTR OR ALIGN CHG,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,1.65,1993.0,2013.0,92868.0,1977.0,2003.0,0.18,903825.0,1.1,0.6,ACP,ACP,ACP,ACP,1977.0,ACP,0.35,1.1,0.6,BA,6581.0300293,-0.303999984265,26.6139995575,523916.023755,0.0
46887,65935.0,2008,8518,94371,8.75,413,306,26,341291.0,2008.0,81944.0,0.386,138.973,100.0,72.0,63.0,,,504.0,0.06,0.16,0.0,ACP,0.2,Southwest,Rural Minor Arterial,6/1/1977 0:00:00,,BRIDGE,PA,PCCP,0.0,0.0,,0.0,0.0,1977.0,2013.0,79400.0,1977.0,2003.0,0.12,823064.0,1.25,0.75,ACP,ACP,ACP,ACP,1977.0,ACP,0.0,1.25,0.75,PA,7560.52001953,-0.413333316644,26.424999555,532056.593245,0.0
46889,65936.0,2008,10091,112055,8.75,489,362,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46911,65935.0,2009,8886,98732,8.75,431,319,28,359533.0,2009.0,81944.0,0.373,279.173,97.0,32.0,65.0,,13.0,504.0,0.06,0.16,0.0,ACP,0.2,Southwest,Rural Minor Arterial,6/1/1977 0:00:00,,BRIDGE,PA,PCCP,0.0,0.0,,0.0,0.0,1977.0,2013.0,79400.0,1977.0,2003.0,0.12,823064.0,1.25,0.75,ACP,ACP,ACP,ACP,1977.0,ACP,0.0,1.25,0.75,PA,8719.20996094,-0.715714267322,26.699999673,619046.18381,0.0
